fusion,CCLE_Omics,Breast,sources,source_count
HMGN1--PSAP,1,0,CCLE_Omics,1
HMGN2--KRT8,1,0,CCLE_Omics,1
HMGN2--LUC7L2,1,0,CCLE_Omics,1
HMGN2--RPL10P16,1,0,CCLE_Omics,1
HMGN3--PHIP,1,0,CCLE_Omics,1
HNRNPA1--RPL8,1,0,CCLE_Omics,1
HNRNPA1--VIM,1,0,CCLE_Omics,1
HNRNPA2B1--HSP90AA1,1,0,CCLE_Omics,1
HNRNPA2B1--HSP90AB1,1,0,CCLE_Omics,1
HNRNPA2B1--PPIA,1,0,CCLE_Omics,1
HNRNPA2B1--PTMA,1,0,CCLE_Omics,1
HNRNPA2B1--RACK1,1,0,CCLE_Omics,1
HNRNPA2B1--RAD21,1,0,CCLE_Omics,1
HNRNPA2B1--RPL12,1,0,CCLE_Omics,1
HNRNPA2B1--RPL13A,1,0,CCLE_Omics,1
HNRNPA2B1--RPL28,1,0,CCLE_Omics,1
HNRNPA2B1--RPL4,1,0,CCLE_Omics,1
HNRNPA2B1--RPL5,1,0,CCLE_Omics,1
HNRNPA2B1--RPLP1,1,0,CCLE_Omics,1
HNRNPA2B1--RPS16,1,0,CCLE_Omics,1
HNRNPA2B1--RPS18,1,0,CCLE_Omics,1
HNRNPA2B1--RPS25,1,0,CCLE_Omics,1
HNRNPA2B1--SENP3-EIF4A1,1,0,CCLE_Omics,1
HNRNPA2B1--STAG2,1,0,CCLE_Omics,1
HNRNPA3--MYL12A,1,0,CCLE_Omics,1
HNRNPA3--NAP1L1,1,0,CCLE_Omics,1
HNRNPAB--MXD3,1,0,CCLE_Omics,1
HNRNPC--RPL22,1,0,CCLE_Omics,1
HNRNPC--STXBP6,1,0,CCLE_Omics,1
HNRNPC--UBR5,1,0,CCLE_Omics,1
HNRNPD--MT-ND6,1,0,CCLE_Omics,1
HNRNPD--RPS3,1,0,CCLE_Omics,1
HNRNPH1--MT-CYB,1,0,CCLE_Omics,1
HNRNPH1--UBC,1,0,CCLE_Omics,1
HNRNPK--MT-ND4,1,0,CCLE_Omics,1
HNRNPK--RPS6,1,0,CCLE_Omics,1
HNRNPK--UBQLN1,1,0,CCLE_Omics,1
HNRNPL--MT-CO2,1,0,CCLE_Omics,1
HNRNPR--RPS10-NUDT3,1,0,CCLE_Omics,1
HNRNPR--UBB,1,0,CCLE_Omics,1
HNRNPUL1--MT-CO1,1,0,CCLE_Omics,1
HNRNPUL1--MT-CO2,1,0,CCLE_Omics,1
HNRNPUL2-BSCL2--LBHD1,1,0,CCLE_Omics,1
HOOK2--PKM,1,0,CCLE_Omics,1
HP1BP3--PPIA,1,0,CCLE_Omics,1
HS2ST1--SELENOF,1,0,CCLE_Omics,1
HSD17B4--TNFAIP8,1,0,CCLE_Omics,1
HSDL2--KIAA1958,1,0,CCLE_Omics,1
HSP90AA1--HSP90AB3P,1,0,CCLE_Omics,1
HSP90AA1--HSPD1,1,0,CCLE_Omics,1
HSP90AA1--LDHA,1,0,CCLE_Omics,1
HSP90AA1--NAP1L1,1,0,CCLE_Omics,1
HSP90AA1--NME1-NME2,1,0,CCLE_Omics,1
HSP90AA1--PSAP,1,0,CCLE_Omics,1
HSP90AA1--PTMA,1,0,CCLE_Omics,1
HSP90AA1--RPL13,1,0,CCLE_Omics,1
HSP90AA1--RPL4,1,0,CCLE_Omics,1
HSP90AA1--RPL9,1,0,CCLE_Omics,1
HSP90AA1--RPS6KA3,1,0,CCLE_Omics,1
HSP90AA1--SET,1,0,CCLE_Omics,1
HSP90AA1--SLC25A3,1,0,CCLE_Omics,1
HSP90AA1--SMARCA5,1,0,CCLE_Omics,1
HSP90AA1--VIM,1,0,CCLE_Omics,1
HSP90AB1--HSPD1,1,0,CCLE_Omics,1
HSP90AB1--IGFBP4,1,0,CCLE_Omics,1
HSP90AB1--ITM2B,1,0,CCLE_Omics,1
HSP90AB1--MT-CO3,1,0,CCLE_Omics,1
HSP90AB1--MT-ND4,1,0,CCLE_Omics,1
HSP90AB1--MYL12B,1,0,CCLE_Omics,1
HSP90AB1--MYL6,1,0,CCLE_Omics,1
HSP90AB1--POLA1,1,0,CCLE_Omics,1
HSP90AB1--PTMA,1,0,CCLE_Omics,1
HSP90AB1--RPL10A,1,0,CCLE_Omics,1
HSP90AB1--RPL23,1,0,CCLE_Omics,1
HSP90AB1--RPL4,1,0,CCLE_Omics,1
HSP90AB1--RPL5,1,0,CCLE_Omics,1
HSP90AB1--RPLP1,1,0,CCLE_Omics,1
HSP90AB1--RPS18,1,0,CCLE_Omics,1
HSP90AB1--RPS3,1,0,CCLE_Omics,1
HSP90AB1--RTL8C,1,0,CCLE_Omics,1
HSP90AB1--TPT1,1,0,CCLE_Omics,1
HSP90AB1--TUBA1B,1,0,CCLE_Omics,1
HSP90AB1--UBC,1,0,CCLE_Omics,1
HSP90AB1--VIM,1,0,CCLE_Omics,1
HSP90AB3P--HSP90B1,1,0,CCLE_Omics,1
HSP90B1--HSPA5,1,0,CCLE_Omics,1
HSP90B1--TUBA1B,1,0,CCLE_Omics,1
HSP90B1--TXNRD1,1,0,CCLE_Omics,1
HSPA1A--MT-CO1,1,0,CCLE_Omics,1
HSPA5--NQO1,1,0,CCLE_Omics,1
HSPA5--RPL12,1,0,CCLE_Omics,1
HSPA8--PMEL,1,0,CCLE_Omics,1
HSPA8--RPL10,1,0,CCLE_Omics,1
HSPA8--RPL10P16,1,0,CCLE_Omics,1
HSPA8--RPL10P9,1,0,CCLE_Omics,1
HSPA8--RPL23A,1,0,CCLE_Omics,1
HSPA8--SLC25A5,1,0,CCLE_Omics,1
HSPA8--SNHG29,1,0,CCLE_Omics,1
HSPA8--TBC1D2,1,0,CCLE_Omics,1
HSPA9--MATR3,1,0,CCLE_Omics,1
HSPA9--RCC1,1,0,CCLE_Omics,1
HSPA9--RPS3,1,0,CCLE_Omics,1
HSPB1--KRT19,1,0,CCLE_Omics,1
HSPD1--ORC1,1,0,CCLE_Omics,1
HSPD1--PTMA,1,0,CCLE_Omics,1
HSPD1--RPL38,1,0,CCLE_Omics,1
HSPD1--RPLP0,1,0,CCLE_Omics,1
HSPD1--RPS14,1,0,CCLE_Omics,1
HSPD1--S100A14,1,0,CCLE_Omics,1
HUWE1--MT-CO3,1,0,CCLE_Omics,1
HUWE1--MT-ND1,1,0,CCLE_Omics,1
HUWE1--MT-ND2,1,0,CCLE_Omics,1
HYOU1--RPL28,1,0,CCLE_Omics,1
IARS1--RPL7A,1,0,CCLE_Omics,1
ICAM1--MT-ND4,1,0,CCLE_Omics,1
ID3--MT-ATP6,1,0,CCLE_Omics,1
ID3--MT-ATP8,1,0,CCLE_Omics,1
IER2--MT-ND2,1,0,CCLE_Omics,1
IER3--KRT18,1,0,CCLE_Omics,1
IER3--MT-RNR2,1,0,CCLE_Omics,1
IER3-AS1--MT-ATP6,1,0,CCLE_Omics,1
IFI27--MT-ND4L,1,0,CCLE_Omics,1
IGF2--MT-ATP8,1,0,CCLE_Omics,1
IGF2--MT-CO1,1,0,CCLE_Omics,1
IGF2--MT-CO2,1,0,CCLE_Omics,1
IGF2--MT-ND4,1,0,CCLE_Omics,1
IGF2--MT-ND4L,1,0,CCLE_Omics,1
IGF2--MT-ND5,1,0,CCLE_Omics,1
IGF2--RPL27,1,0,CCLE_Omics,1
IGF2BP1--UBE2Z,1,0,CCLE_Omics,1
IGF2BP2--RPL23A,1,0,CCLE_Omics,1
IGFBP2--MT-CO1,1,0,CCLE_Omics,1
IGFBP2--PPIA,1,0,CCLE_Omics,1
IGFBP4--MT-ATP6,1,0,CCLE_Omics,1
IGFBP4--MT-ND4,1,0,CCLE_Omics,1
IGFBP4--NPM1,1,0,CCLE_Omics,1
IGFBP4--RPS5,1,0,CCLE_Omics,1
IGFBP5--MT-ATP8,1,0,CCLE_Omics,1
IGFBP5--MT-CO1,1,0,CCLE_Omics,1
IGFBP5--MT-CYB,1,0,CCLE_Omics,1
IGHM--MT-CO3,1,0,CCLE_Omics,1
IGHM--MT-ND4,1,0,CCLE_Omics,1
IGLC2--MT-ND4,1,0,CCLE_Omics,1
IGLC7--MGAT5,1,0,CCLE_Omics,1
IGLC7--PVT1,1,0,CCLE_Omics,1
IGLV2-23--MT-ATP8,1,0,CCLE_Omics,1
ILF2--RPLP0,1,0,CCLE_Omics,1
ILF3--MT-CO1,1,0,CCLE_Omics,1
ILF3--TMSB4X,1,0,CCLE_Omics,1
IMPDH2--RPS24,1,0,CCLE_Omics,1
IMPG1--MYO6,1,0,CCLE_Omics,1
INCA1--KIF1C,1,0,CCLE_Omics,1
INF2--MT-RNR2,1,0,CCLE_Omics,1
INO80B-WBP1--WDR54,1,0,CCLE_Omics,1
INPP4B--TBCK,1,0,CCLE_Omics,1
INPP5B--SF3A3,1,0,CCLE_Omics,1
INSIG1--MT-ATP6,1,0,CCLE_Omics,1
IPO7--RAB10,1,0,CCLE_Omics,1
IPO7--ZNF143,1,0,CCLE_Omics,1
IPO9--TIMM17A,1,0,CCLE_Omics,1
IQGAP1--ZNF774,1,0,CCLE_Omics,1
IRF2BP2--PTMA,1,0,CCLE_Omics,1
ISG15--MKNK2,1,0,CCLE_Omics,1
ISG15--UBC,1,0,CCLE_Omics,1
ITCH--RALY,1,0,CCLE_Omics,1
ITGA3--MT-ATP8,1,0,CCLE_Omics,1
ITGA4--LINC01934,1,0,CCLE_Omics,1
ITGA6--PPIG,1,0,CCLE_Omics,1
ITGB1--VIM,1,0,CCLE_Omics,1
ITGB3BP--RCC1,1,0,CCLE_Omics,1
ITGB3BP--SNHG29,1,0,CCLE_Omics,1
ITGB3BP--SNHG3,1,0,CCLE_Omics,1
ITM2B--MT-ND4,1,0,CCLE_Omics,1
ITM2C--MT-CO1,1,0,CCLE_Omics,1
IVD--KNSTRN,1,0,CCLE_Omics,1
JUP--MT-CO3,1,0,CCLE_Omics,1
JUP--POLR2A,1,0,CCLE_Omics,1
KANK2--RASSF3,1,0,CCLE_Omics,1
KANK2--RGL3,1,0,CCLE_Omics,1
KANSL1--LRRC37B,1,0,CCLE_Omics,1
KANSL1--MAPK8IP1P2,1,0,CCLE_Omics,1
KATNAL1--ZC3H13,1,0,CCLE_Omics,1
KCNK9--TRAPPC9,1,0,CCLE_Omics,1
KDM2A--MT-RNR2,1,0,CCLE_Omics,1
KDM2A--SSH3,1,0,CCLE_Omics,1
KDM3A--RTN4,1,0,CCLE_Omics,1
KDM4B--UHRF1,1,0,CCLE_Omics,1
KHDRBS1--KPNA6,1,0,CCLE_Omics,1
KHSRP--MT-CO2,1,0,CCLE_Omics,1
KIF15--ZNF501,1,0,CCLE_Omics,1
KIF1A--MT-ND4,1,0,CCLE_Omics,1
KIF1B--UBE4B,1,0,CCLE_Omics,1
KIZ--SNHG16,1,0,CCLE_Omics,1
KLF10--MT-RNR2,1,0,CCLE_Omics,1
KLF10--YWHAZ,1,0,CCLE_Omics,1
KLF5--PIBF1,1,0,CCLE_Omics,1
KLHL20--RABGAP1L,1,0,CCLE_Omics,1
KLK11--MT-RNR2,1,0,CCLE_Omics,1
KLRG1--LINC00987,1,0,CCLE_Omics,1
KMT2A--UBE4A,1,0,CCLE_Omics,1
KPNA6--TXLNA,1,0,CCLE_Omics,1
KRT18--LGALS3BP,1,0,CCLE_Omics,1
KRT18--MT-ND4,1,0,CCLE_Omics,1
KRT18--MT-ND5,1,0,CCLE_Omics,1
KRT18--PA2G4,1,0,CCLE_Omics,1
KRT18--RPL8,1,0,CCLE_Omics,1
KRT18--RPS23,1,0,CCLE_Omics,1
KRT18--S100A6,1,0,CCLE_Omics,1
KRT18--VIM,1,0,CCLE_Omics,1
KRT19--KRT8,1,0,CCLE_Omics,1
KRT19--MT-CO1,1,0,CCLE_Omics,1
KRT19--MYL6,1,0,CCLE_Omics,1
KRT19--RPS17,1,0,CCLE_Omics,1
KRT7--LINC00592,1,0,CCLE_Omics,1
KRT7--MT-ATP8,1,0,CCLE_Omics,1
KRT7--MT-CO3,1,0,CCLE_Omics,1
KRT7--MT-RNR2,1,0,CCLE_Omics,1
KRT7--PPIA,1,0,CCLE_Omics,1
KRT7--RPL7A,1,0,CCLE_Omics,1
KRT7--TUBA1C,1,0,CCLE_Omics,1
KRT8--LMNA,1,0,CCLE_Omics,1
KRT8--MT-CO1,1,0,CCLE_Omics,1
KRT8--MT-ND4,1,0,CCLE_Omics,1
KRT8--MT-ND4L,1,0,CCLE_Omics,1
KRT8--MT-ND5,1,0,CCLE_Omics,1
KRT8--MT-RNR2,1,0,CCLE_Omics,1
KRT8--RAB6A,1,0,CCLE_Omics,1
KRT8--RPL4,1,0,CCLE_Omics,1
KRT8--RPS14,1,0,CCLE_Omics,1
KRT8--RPS3,1,0,CCLE_Omics,1
KRT8--TKT,1,0,CCLE_Omics,1
KRT8--VIM,1,0,CCLE_Omics,1
KRT8--ZNF638,1,0,CCLE_Omics,1
L1TD1--SRP9,1,0,CCLE_Omics,1
LAMB3--MT-ND5,1,0,CCLE_Omics,1
LAMP1--MT-CO2,1,0,CCLE_Omics,1
LAMP1--PKM,1,0,CCLE_Omics,1
LAPTM4B--MTDH,1,0,CCLE_Omics,1
LARS2--LIMD1,1,0,CCLE_Omics,1
LASP1--MT-CYB,1,0,CCLE_Omics,1
LASP1--TRPS1,1,0,CCLE_Omics,1
LATS1--PCMT1,1,0,CCLE_Omics,1
LDHA--LDHC,1,0,CCLE_Omics,1
LDHA--MYH9,1,0,CCLE_Omics,1
LDHA--MYL6,1,0,CCLE_Omics,1
LDHA--RPL12,1,0,CCLE_Omics,1
LDLRAD2--USP48,1,0,CCLE_Omics,1
LDLRAD3--PRR5L,1,0,CCLE_Omics,1
LENG1--RPS9,1,0,CCLE_Omics,1
LENG8--MT-ATP6,1,0,CCLE_Omics,1
LENG8--MT-ND4,1,0,CCLE_Omics,1
LENG8--MT-RNR2,1,0,CCLE_Omics,1
LEO1--TCOF1,1,0,CCLE_Omics,1
LEPROTL1--SET,1,0,CCLE_Omics,1
LGALS1--RPS3,1,0,CCLE_Omics,1
LGMN--MT-CO3,1,0,CCLE_Omics,1
LIMCH1--UCHL1,1,0,CCLE_Omics,1
LIMK1--MT-ND4,1,0,CCLE_Omics,1
LINC00326--RPS12,1,0,CCLE_Omics,1
LINC00536--PVT1,0,1,Breast,1
LINC00536--SAMD12,1,0,CCLE_Omics,1
LINC00847--RACK1,1,0,CCLE_Omics,1
LINC00869--SRGAP2,1,0,CCLE_Omics,1
LINC01033--SNX18,1,0,CCLE_Omics,1
LINC01169--SMAD6,1,0,CCLE_Omics,1
LINC01252--SMIM10L1,1,0,CCLE_Omics,1
LINC01484--LINC01942,1,0,CCLE_Omics,1
LINC01588--NEMF,1,0,CCLE_Omics,1
LINC01661--NCOA3,1,0,CCLE_Omics,1
LINC01709--RPS5,1,0,CCLE_Omics,1
LINC01917--MBD2,1,0,CCLE_Omics,1
LINC02005--UBE2E2,1,0,CCLE_Omics,1
LINC02027--LINC02050,1,0,CCLE_Omics,1
LINC02067--RPL39,1,0,CCLE_Omics,1
LINC02203--ZNF43,1,0,CCLE_Omics,1
LINC02643--NEBL,1,0,CCLE_Omics,1
LLGL2--MT-CO1,1,0,CCLE_Omics,1
LLGL2--RECQL5,1,0,CCLE_Omics,1
LMNA--PSMD14,1,0,CCLE_Omics,1
LMNB1--MT-CO2,1,0,CCLE_Omics,1
LMO4--MT-CO1,1,0,CCLE_Omics,1
LMO7--UCHL3,1,0,CCLE_Omics,1
LRBA--SH3D19,1,0,CCLE_Omics,1
LRCH2--XACT,1,0,CCLE_Omics,1
LRP1--RPS2,1,0,CCLE_Omics,1
LRP5--PPP6R3,1,0,CCLE_Omics,1
LRRC27--PRDX3,1,0,CCLE_Omics,1
LRRC49--THSD4,1,0,CCLE_Omics,1
LRRC59--MT-CO2,1,0,CCLE_Omics,1
LRRFIP1--UBE2F,1,0,CCLE_Omics,1
LRRFIP1--UBE2F-SCLY,1,0,CCLE_Omics,1
LSM4--PGPEP1,1,0,CCLE_Omics,1
LSR--MT-CO1,1,0,CCLE_Omics,1
LSS--MCM3AP,1,0,CCLE_Omics,1
LSS--MCM3AP-AS1,1,0,CCLE_Omics,1
LTBP3--SCYL1,1,0,CCLE_Omics,1
LY6E--MT-CO3,1,0,CCLE_Omics,1
LY6E--S100A6,1,0,CCLE_Omics,1
LYPD5--PLAUR,1,0,CCLE_Omics,1
LYPD6--MMADHC-DT,1,0,CCLE_Omics,1
LYPLAL1--RRP15,1,0,CCLE_Omics,1
LYZ--RPS6,1,0,CCLE_Omics,1
MACF1--RPS27A,1,0,CCLE_Omics,1
MAD1L1--MICALL2,1,0,CCLE_Omics,1
MAD1L1--SNX8,1,0,CCLE_Omics,1
MALAT1--RPL7,1,0,CCLE_Omics,1
MALAT1--RPS19,1,0,CCLE_Omics,1
MALAT1--UBB,1,0,CCLE_Omics,1
MALRD1--MLLT10,1,0,CCLE_Omics,1
MAN1B1--RPS27A,1,0,CCLE_Omics,1
MAN2B1--TNPO2,1,0,CCLE_Omics,1
MAP1B--MT-ND5,1,0,CCLE_Omics,1
MAP4--MT-ATP6,1,0,CCLE_Omics,1
MAP4--SMARCC1,1,0,CCLE_Omics,1
MAP4K3--THUMPD2,1,0,CCLE_Omics,1
MAP7--NHSL1,1,0,CCLE_Omics,1
MAPK9--MT-ND1,1,0,CCLE_Omics,1
MAPKAP1--PBX3,1,0,CCLE_Omics,1
MAPRE1--MT-CO1,1,0,CCLE_Omics,1
MATR3--UBE2D2,1,0,CCLE_Omics,1
MAVS--PANK2,1,0,CCLE_Omics,1
MBD2--STARD6,1,0,CCLE_Omics,1
MBTD1--UTP18,1,0,CCLE_Omics,1
MCL1--RPS6,1,0,CCLE_Omics,1
MCM5--MT-CO2,1,0,CCLE_Omics,1
MDC1--MT-CO3,1,0,CCLE_Omics,1
MDK--RAB5C,1,0,CCLE_Omics,1
MDM2--NUP107,1,0,CCLE_Omics,1
MDM2--SLC35E3,1,0,CCLE_Omics,1
ME1--MYO6,1,0,CCLE_Omics,1
ME1--UBE3D,1,0,CCLE_Omics,1
MECOM--PRKCI,1,0,CCLE_Omics,1
MED29--MT-CO1,1,0,CCLE_Omics,1
MEF2D--PTBP1,1,0,CCLE_Omics,1
MEST--MT-ATP6,1,0,CCLE_Omics,1
METAP1--TSPAN5,1,0,CCLE_Omics,1
METTL23--SNHG16,1,0,CCLE_Omics,1
METTL3--SALL2,1,0,CCLE_Omics,1
METTL8--TLK1,1,0,CCLE_Omics,1
MFGE8--MT-ATP6,1,0,CCLE_Omics,1
MFGE8--MT-CYB,1,0,CCLE_Omics,1
MFSD14B--SUN1,1,0,CCLE_Omics,1
MGA--RTF1,1,0,CCLE_Omics,1
MGAT4B--MT-CO3,1,0,CCLE_Omics,1
MGRN1--MT-RNR2,1,0,CCLE_Omics,1
MINPP1--NUTM2A-AS1,1,0,CCLE_Omics,1
MINPP1--PAPSS2,1,0,CCLE_Omics,1
MIPOL1--TTC6,1,0,CCLE_Omics,1
MIR205HG--MIR302CHG,1,0,CCLE_Omics,1
MIR302CHG--PANK2,1,0,CCLE_Omics,1
MKI67--MT-CO2,1,0,CCLE_Omics,1
MKI67--MYL6,1,0,CCLE_Omics,1
MKI67--RPS24,1,0,CCLE_Omics,1
MLF2--MT-CO2,1,0,CCLE_Omics,1
MLST8--TTC17,1,0,CCLE_Omics,1
MLXIP--MT-ND2,1,0,CCLE_Omics,1
MMP14--MT-ATP8,1,0,CCLE_Omics,1
MMP14--MT-ND4L,1,0,CCLE_Omics,1
MMP19--SARNP,1,0,CCLE_Omics,1
MMP2--MT-ATP8,1,0,CCLE_Omics,1
MMP2--RPS20,1,0,CCLE_Omics,1
MMS19--RRP12,1,0,CCLE_Omics,1
MOB3A--MT-ND1,1,0,CCLE_Omics,1
MON2--USP15,1,0,CCLE_Omics,1
MORF4L2--RPL30,1,0,CCLE_Omics,1
MORF4L2--SAMD12,1,0,CCLE_Omics,1
MORF4L2--YBX1,1,0,CCLE_Omics,1
MPO--MT-CO1,1,0,CCLE_Omics,1
MPO--MT-ND6,1,0,CCLE_Omics,1
MRGBP--OGFR,1,0,CCLE_Omics,1
MRNIP--MT-ND1,1,0,CCLE_Omics,1
MROH1--PVT1,1,0,CCLE_Omics,1
MRPL13--SAMD12,1,0,CCLE_Omics,1
MRPL21--RPL7A,1,0,CCLE_Omics,1
MRPL4--RAVER1,1,0,CCLE_Omics,1
MRPS6--PRMT2,1,0,CCLE_Omics,1
MRPS7--MT-ATP6,1,0,CCLE_Omics,1
MRPS7--RAC1,1,0,CCLE_Omics,1
MRTFA--SLC25A17,1,0,CCLE_Omics,1
MSL1--MT-ATP8,1,0,CCLE_Omics,1
MSL2--STAG1,1,0,CCLE_Omics,1
MSN--MT-ATP6,1,0,CCLE_Omics,1
MSN--MT-ATP8,1,0,CCLE_Omics,1
MSN--MT-CO3,1,0,CCLE_Omics,1
MSN--MT-RNR2,1,0,CCLE_Omics,1
MSN--RPL4,1,0,CCLE_Omics,1
MSN--RPLP0,1,0,CCLE_Omics,1
MT-ATP6--MYADM,1,0,CCLE_Omics,1
MT-ATP6--MYC,1,0,CCLE_Omics,1
MT-ATP6--NECTIN1,1,0,CCLE_Omics,1
MT-ATP6--NFE2L1,1,0,CCLE_Omics,1
MT-ATP6--NOC2L,1,0,CCLE_Omics,1
MT-ATP6--NONO,1,0,CCLE_Omics,1
MT-ATP6--P4HB,1,0,CCLE_Omics,1
MT-ATP6--PEX14,1,0,CCLE_Omics,1
MT-ATP6--PHLDA1,1,0,CCLE_Omics,1
MT-ATP6--PIM1,1,0,CCLE_Omics,1
MT-ATP6--PKM,1,0,CCLE_Omics,1
MT-ATP6--POLR2A,1,0,CCLE_Omics,1
MT-ATP6--PTMA,1,0,CCLE_Omics,1
MT-ATP6--PTMS,1,0,CCLE_Omics,1
MT-ATP6--RAB7A,1,0,CCLE_Omics,1
MT-ATP6--RPL12,1,0,CCLE_Omics,1
MT-ATP6--RPL13A,1,0,CCLE_Omics,1
MT-ATP6--RPL37A,1,0,CCLE_Omics,1
MT-ATP6--RPL8,1,0,CCLE_Omics,1
MT-ATP6--RPN2,1,0,CCLE_Omics,1
MT-ATP6--RPS18,1,0,CCLE_Omics,1
MT-ATP6--RUNX3,1,0,CCLE_Omics,1
MT-ATP6--SF1,1,0,CCLE_Omics,1
MT-ATP6--SLC3A2,1,0,CCLE_Omics,1
MT-ATP6--SNRNP70,1,0,CCLE_Omics,1
MT-ATP6--SPARC,1,0,CCLE_Omics,1
MT-ATP6--ST6GAL1,1,0,CCLE_Omics,1
MT-ATP6--STAU1,1,0,CCLE_Omics,1
MT-ATP6--TAGLN2,1,0,CCLE_Omics,1
MT-ATP6--TCF19,1,0,CCLE_Omics,1
MT-ATP6--TCF3,1,0,CCLE_Omics,1
MT-ATP6--TGFBI,1,0,CCLE_Omics,1
MT-ATP6--TP53I11,1,0,CCLE_Omics,1
MT-ATP6--TPI1,1,0,CCLE_Omics,1
MT-ATP6--TUBA1A,1,0,CCLE_Omics,1
MT-ATP6--TUBA1B,1,0,CCLE_Omics,1
MT-ATP6--TUBA1C,1,0,CCLE_Omics,1
MT-ATP6--TUBB,1,0,CCLE_Omics,1
MT-ATP6--VIM,1,0,CCLE_Omics,1
MT-ATP6--VIM-AS1,1,0,CCLE_Omics,1
MT-ATP6--WBP2,1,0,CCLE_Omics,1
MT-ATP6--YBX1,1,0,CCLE_Omics,1
MT-ATP6--YBX1P1,1,0,CCLE_Omics,1
MT-ATP6--ZNF697,1,0,CCLE_Omics,1
MT-ATP6--ZYX,1,0,CCLE_Omics,1
MT-ATP8--NFE2L1,1,0,CCLE_Omics,1
MT-ATP8--NME4,1,0,CCLE_Omics,1
MT-ATP8--OPTN,1,0,CCLE_Omics,1
MT-ATP8--PKM,1,0,CCLE_Omics,1
MT-ATP8--POLR2A,1,0,CCLE_Omics,1
MT-ATP8--PRR11,1,0,CCLE_Omics,1
MT-ATP8--PRRC2C,1,0,CCLE_Omics,1
MT-ATP8--PSMD1,1,0,CCLE_Omics,1
MT-ATP8--PTMA,1,0,CCLE_Omics,1
MT-ATP8--PTMS,1,0,CCLE_Omics,1
MT-ATP8--QSOX1,1,0,CCLE_Omics,1
MT-ATP8--RAB7A,1,0,CCLE_Omics,1
MT-ATP8--RAE1,1,0,CCLE_Omics,1
MT-ATP8--RIPOR1,1,0,CCLE_Omics,1
MT-ATP8--RPL12,1,0,CCLE_Omics,1
MT-ATP8--RPL13,1,0,CCLE_Omics,1
MT-ATP8--RPL37A,1,0,CCLE_Omics,1
MT-ATP8--RPL8,1,0,CCLE_Omics,1
MT-ATP8--RPN2,1,0,CCLE_Omics,1
MT-ATP8--RPS18,1,0,CCLE_Omics,1
MT-ATP8--RPS6,1,0,CCLE_Omics,1
MT-ATP8--SERPINE1,1,0,CCLE_Omics,1
MT-ATP8--SLC1A5,1,0,CCLE_Omics,1
MT-ATP8--SPINT2,1,0,CCLE_Omics,1
MT-ATP8--ST6GAL1,1,0,CCLE_Omics,1
MT-ATP8--STAU1,1,0,CCLE_Omics,1
MT-ATP8--TAGLN2,1,0,CCLE_Omics,1
MT-ATP8--TPI1,1,0,CCLE_Omics,1
MT-ATP8--TSIX,1,0,CCLE_Omics,1
MT-ATP8--TUBA1B,1,0,CCLE_Omics,1
MT-ATP8--TUBA1C,1,0,CCLE_Omics,1
MT-ATP8--TUBB,1,0,CCLE_Omics,1
MT-ATP8--UBE2H,1,0,CCLE_Omics,1
MT-ATP8--VEGFA,1,0,CCLE_Omics,1
MT-ATP8--VIM,1,0,CCLE_Omics,1
MT-ATP8--WBP2,1,0,CCLE_Omics,1
MT-ATP8--YBX1,1,0,CCLE_Omics,1
MT-ATP8--ZC3H7B,1,0,CCLE_Omics,1
MT-ATP8--ZNF592,1,0,CCLE_Omics,1
MT-CO1--MT2A,1,0,CCLE_Omics,1
MT-CO1--MYH9,1,0,CCLE_Omics,1
MT-CO1--MYL6,1,0,CCLE_Omics,1
MT-CO1--NFE2L1,1,0,CCLE_Omics,1
MT-CO1--NME4,1,0,CCLE_Omics,1
MT-CO1--NOP56,1,0,CCLE_Omics,1
MT-CO1--OAZ1,1,0,CCLE_Omics,1
MT-CO1--P4HB,1,0,CCLE_Omics,1
MT-CO1--PHLDA1,1,0,CCLE_Omics,1
MT-CO1--POLR2A,1,0,CCLE_Omics,1
MT-CO1--PTMA,1,0,CCLE_Omics,1
MT-CO1--PTMS,1,0,CCLE_Omics,1
MT-CO1--PYCR1,1,0,CCLE_Omics,1
MT-CO1--RAPGEF3,1,0,CCLE_Omics,1
MT-CO1--RERE,1,0,CCLE_Omics,1
MT-CO1--RPL12,1,0,CCLE_Omics,1
MT-CO1--RPL13,1,0,CCLE_Omics,1
MT-CO1--RPL31,1,0,CCLE_Omics,1
MT-CO1--RPL36,1,0,CCLE_Omics,1
MT-CO1--RPS12,1,0,CCLE_Omics,1
MT-CO1--RTN3,1,0,CCLE_Omics,1
MT-CO1--S100A4,1,0,CCLE_Omics,1
MT-CO1--SENP3-EIF4A1,1,0,CCLE_Omics,1
MT-CO1--SLC3A2,1,0,CCLE_Omics,1
MT-CO1--SLC7A5,1,0,CCLE_Omics,1
MT-CO1--SNX22,1,0,CCLE_Omics,1
MT-CO1--SPINT2,1,0,CCLE_Omics,1
MT-CO1--SPTBN1,1,0,CCLE_Omics,1
MT-CO1--SQSTM1,1,0,CCLE_Omics,1
MT-CO1--SREBF2,1,0,CCLE_Omics,1
MT-CO1--SUMO2,1,0,CCLE_Omics,1
MT-CO1--SURF4,1,0,CCLE_Omics,1
MT-CO1--TAF15,1,0,CCLE_Omics,1
MT-CO1--TIMP2,1,0,CCLE_Omics,1
MT-CO1--TMEM30A,1,0,CCLE_Omics,1
