"","isoform","gene","group","prop","count","isoform_counts","gene_counts"
"2521","NM_001286&NM_001184990","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"13&87.24","0&0.01"
"2522","NM_001286&NM_001184991","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"13&87.24","0&0.01"
"2523","NM_001286&NM_002494","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"13&7.28","0&0.01"
"2524","NR_046428&NM_001184986","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"0&0.01","0&0.01"
"2525","NR_046428&NM_001184987","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"0&87.24","0&0.01"
"2526","NR_046428&NM_001184988","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"0&0.01","0&0.01"
"2527","NR_046428&NM_001184989","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"0&0.01","0&0.01"
"2528","NR_046428&NM_001184990","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"0&87.24","0&0.01"
"2529","NR_046428&NM_001184991","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"0&87.24","0&0.01"
"2530","NR_046428&NM_002494","CLCN6&NDUFC1","CLCN6&NDUFC1",0.0476190476190476,0.0476190476190476,"0&7.28","0&0.01"
"2531","undefined","undefined","CLCN6&NDUFC1",0,0,"undefined","undefined"
"2532","undefined","undefined","KIAA2013&undefined",1,1,"undefined","undefined"
"2533","undefined","undefined","EEF1A1&PLOD1",1,1,"undefined","undefined"
"2534","undefined","undefined","MFN2&undefined",1,1,"undefined","undefined"
"2535","undefined","undefined","TNFRSF1B&VPS13D",1,1,"undefined","undefined"
"2536","undefined","undefined","DHRS3&undefined",1,2,"undefined","undefined"
"2537","undefined","undefined","PDPN&undefined",1,3,"undefined","undefined"
"2538","NM_006474&NM_001006","PDPN&RPS3A","PDPN&RPS3A",0.5,0.5,"180.74&7789","0&7789"
"2539","NM_198389&NM_001006","PDPN&RPS3A","PDPN&RPS3A",0.5,0.5,"47.26&7789","0&7789"
"2540","undefined","undefined","PDPN&RPS3A",0,0,"undefined","undefined"
"2541","NM_001018000&NM_002520","KAZN&NPM1","KAZN&NPM1",0.5,0.5,"4.5&6621.73","0&454.66"
"2542","NM_001018000&NM_199185","KAZN&NPM1","KAZN&NPM1",0.5,0.5,"4.5&190.61","0&454.66"
"2543","undefined","undefined","KAZN&NPM1",0,0,"undefined","undefined"
"2544","NM_001686&NM_024329","ATP5B&EFHD2","ATP5B&EFHD2",1,1,"2278&87","2278&87"
"2545","undefined","undefined","ATP5B&EFHD2",0,0,"undefined","undefined"
"2546","undefined","undefined","EFHD2&undefined",1,1,"undefined","undefined"
"2547","NM_024329&NM_002539","EFHD2&ODC1","EFHD2&ODC1",1,1,"87&289.56","87&2.44"
"2548","undefined","undefined","EFHD2&ODC1",0,0,"undefined","undefined"
"2549","undefined","undefined","CASP9&undefined",1,1,"undefined","undefined"
"2550","undefined","undefined","DDI2&RSC1A1",1,8,"undefined","undefined"
"2551","undefined","undefined","DDI2&undefined",1,2,"undefined","undefined"
"2552","NM_001961&NM_015164","EEF2&PLEKHM2","EEF2&PLEKHM2",1,1,"6575&31","6575&31"
"2553","undefined","undefined","EEF2&PLEKHM2",0,0,"undefined","undefined"
"2554","undefined","undefined","PLEKHM2&undefined",1,1,"undefined","undefined"
"2555","undefined","undefined","FBLIM1&undefined",1,1,"undefined","undefined"
"2556","NM_001024216&NM_002629","FBLIM1&PGAM1","FBLIM1&PGAM1",0.5,0.5,"0&2249","0&2249"
"2557","NM_017556&NM_002629","FBLIM1&PGAM1","FBLIM1&PGAM1",0.5,0.5,"89&2249","0&2249"
"2558","undefined","undefined","FBLIM1&PGAM1",0,0,"undefined","undefined"
"2559","NM_002803&NM_001089591","PSMC2&UQCRHL","PSMC2&UQCRHL",1,1,"266&13","0&13"
"2560","undefined","undefined","PSMC2&UQCRHL",0,0,"undefined","undefined"
"2561","NM_024522&NM_001089591","NKAIN1&UQCRHL","NKAIN1&UQCRHL",0,0,"52&13","52&13"
"2562","undefined","undefined","NKAIN1&UQCRHL",1,1,"undefined","undefined"
"2563","undefined","undefined","FAM131C&SPEN",1,1,"undefined","undefined"
"2564","undefined","undefined","ARHGEF19&undefined",1,1,"undefined","undefined"
"2565","undefined","undefined","FBXO42&undefined",1,1,"undefined","undefined"
"2566","undefined","undefined","FBXO42&SZRD1&undefined",1,1,"undefined","undefined"
"2567","NR_026581&NR_073502","MLF2&SZRD1","MLF2&SZRD1",0.5,0.5,"455&80.51","0&38.99"
"2568","NR_026581&NR_073503","MLF2&SZRD1","MLF2&SZRD1",0.5,0.5,"455&80.51","0&38.99"
"2569","undefined","undefined","MLF2&SZRD1",0,0,"undefined","undefined"
"2570","NM_001025070&NR_073502","RPS14&SZRD1","RPS14&SZRD1",0.166666666666667,0.166666666666667,"341.92&80.51","341.92&38.99"
"2571","NM_001025070&NR_073503","RPS14&SZRD1","RPS14&SZRD1",0.166666666666667,0.166666666666667,"341.92&80.51","341.92&38.99"
"2572","NM_001025071&NR_073502","RPS14&SZRD1","RPS14&SZRD1",0.166666666666667,0.166666666666667,"777.32&80.51","341.92&38.99"
"2573","NM_001025071&NR_073503","RPS14&SZRD1","RPS14&SZRD1",0.166666666666667,0.166666666666667,"777.32&80.51","341.92&38.99"
"2574","NM_005617&NR_073502","RPS14&SZRD1","RPS14&SZRD1",0.166666666666667,0.166666666666667,"4092.76&80.51","341.92&38.99"
"2575","NM_005617&NR_073503","RPS14&SZRD1","RPS14&SZRD1",0.166666666666667,0.166666666666667,"4092.76&80.51","341.92&38.99"
"2576","undefined","undefined","RPS14&SZRD1",0,0,"undefined","undefined"
"2577","undefined","undefined","ADIPOR2&SZRD1",1,1,"undefined","undefined"
"2578","undefined","undefined","PPP1R1C&SZRD1",1,1,"undefined","undefined"
"2579","undefined","undefined","HMGA1&NBPF1",1,1,"undefined","undefined"
"2580","undefined","undefined","CROCCP2&undefined",1,5,"undefined","undefined"
"2581","undefined","undefined","MFAP2&undefined",1,3,"undefined","undefined"
"2582","undefined","undefined","ALDOA&MFAP2",1,1,"undefined","undefined"
"2583","NM_001135248&NM_002623","MFAP2&PFDN4","MFAP2&PFDN4",0.5,0.5,"132.5&366","0&366"
"2584","NM_002403&NM_002623","MFAP2&PFDN4","MFAP2&PFDN4",0.5,0.5,"132.5&366","0&366"
"2585","undefined","undefined","MFAP2&PFDN4",0,0,"undefined","undefined"
"2586","NM_001135247&NM_000994","MFAP2&RPL32","MFAP2&RPL32",0.25,0.25,"0&5309.02","0&5309.02"
"2587","NM_001135248&NM_000994","MFAP2&RPL32","MFAP2&RPL32",0.25,0.25,"132.5&5309.02","0&5309.02"
